Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume,ReTX
1.63E+12,9/14/21 04:00,BTCUSD,45206.43,47498.54,45067.51,47101.27,1516.062421,-0.011082091
1.63E+12,9/13/21 04:00,BTCUSD,44619.12,46897,43400,45206.43,2422.246994,-0.040229064
1.63E+12,9/12/21 04:00,BTCUSD,45311.46,46504.62,44535.26,44619.12,893.3830521,-0.012991736
1.63E+12,9/11/21 04:00,BTCUSD,45181.52,46001.33,44758.59,45311.46,685.3154513,0.015516666
1.63E+12,9/10/21 04:00,BTCUSD,46743.4,46812.87,44156.88,45181.52,1783.42726,-0.002867707
1.63E+12,9/9/21 04:00,BTCUSD,46005.27,47396.38,45651.86,46743.4,1563.219604,0.034569001
1.63E+12,9/8/21 04:00,BTCUSD,46490.38,46885.38,44419.5,46005.27,2277.311208,-0.015791106
1.63E+12,9/7/21 04:00,BTCUSD,52663.45,52744.48,42600,46490.38,4513.565405,0.010544662
1.63E+12,9/6/21 04:00,BTCUSD,51638.18,52938.78,51003.37,52663.45,1408.743934,0.132781664
1.63E+12,9/5/21 04:00,BTCUSD,49692.22,51962.68,49505.43,51638.18,1231.143351,-0.019468341
1.63E+12,9/4/21 04:00,BTCUSD,50292.02,50545.41,49414.36,49692.22,1167.151335,-0.037684519
1.63E+12,9/3/21 04:00,BTCUSD,49485,51046.11,49241.34,50292.02,1114.39561,0.0120703
1.63E+12,9/2/21 04:00,BTCUSD,49596.74,50412,48358.88,49485,885.4384889,-0.016046681
1.63E+12,9/1/21 04:00,BTCUSD,47052.84,49935.09,46980.44,49596.74,1105.142189,0.002258058
1.63E+12,8/31/21 04:00,BTCUSD,47151.91,48261.59,46524.71,47052.84,1019.185465,-0.051291678
1.63E+12,8/30/21 04:00,BTCUSD,47989.58,48735.71,46717.24,47151.91,933.2802605,0.002105505
1.63E+12,8/29/21 04:00,BTCUSD,48267.19,49408.07,47800,47989.58,446.768857,0.017765346
1.63E+12,8/28/21 04:00,BTCUSD,48900.01,49650,48107.99,48267.19,544.2624245,0.005784797
1.63E+12,8/27/21 04:00,BTCUSD,46845.94,49313.26,46603.36,48900.01,1383.211655,0.013110769
1.63E+12,8/26/21 04:00,BTCUSD,47931,48053.14,46287.63,46845.94,2205.00265,-0.042005513
1.63E+12,8/25/21 04:00,BTCUSD,47995.78,49365.42,47112.12,47931,1666.407319,0.023162306
1.63E+12,8/24/21 04:00,BTCUSD,49350,49867.71,47614.3,47995.78,1369.869424,0.001351526
1.63E+12,8/23/21 04:00,BTCUSD,50289.05,50517.99,48800,49350,1051.662786,0.028215397
1.63E+12,8/22/21 04:00,BTCUSD,48837.62,50540.19,48071.03,50289.05,974.8124549,0.019028369
1.63E+12,8/21/21 04:00,BTCUSD,48839.62,49812.54,48281.42,48837.62,1213.109659,-0.02886175
1.63E+12,8/20/21 04:00,BTCUSD,47042.28,49400,46714.57,48839.62,1328.318376,4.10E-05
1.63E+12,8/19/21 04:00,BTCUSD,44074.77,47424.13,43902.53,47042.28,1566.004833,-0.03680086
1.63E+12,8/18/21 04:00,BTCUSD,45078.79,46031,44055,44074.77,1324.725961,-0.063081764
1.63E+12,8/17/21 04:00,BTCUSD,46435.44,47162.94,44211.13,45078.79,2149.379858,0.022779926
1.63E+12,8/16/21 04:00,BTCUSD,47400.89,47744.5,45250.51,46435.44,1687.082115,0.030095085
1.63E+12,8/15/21 04:00,BTCUSD,46910.99,48044.25,45509.51,47400.89,1360.762709,0.020791232
1.63E+12,8/14/21 04:00,BTCUSD,47571.64,48181.51,46045.86,46910.99,1112.090837,-0.010335249
1.63E+12,8/13/21 04:00,BTCUSD,45205.46,47900,44952.59,47571.64,1609.573464,0.014083054
1.63E+12,8/12/21 04:00,BTCUSD,45948.06,46023.08,43800,45205.46,1840.768962,-0.049739298
1.63E+12,8/11/21 04:00,BTCUSD,45594.16,46775,45426.58,45948.06,1565.839365,0.016427219
1.63E+12,8/10/21 04:00,BTCUSD,45727.39,46183.47,44642.21,45594.16,1768.991925,-0.007702175
1.63E+12,8/9/21 04:00,BTCUSD,43529.34,46729.86,43295.22,45727.39,3092.297953,0.002922085
1.63E+12,8/8/21 04:00,BTCUSD,44391.34,45386.81,42813.74,43529.34,2023.485094,-0.048068565
1.63E+12,8/7/21 04:00,BTCUSD,43720,44837.59,42460,44391.34,3336.157681,0.019802735
1.63E+12,8/6/21 04:00,BTCUSD,40250.79,43792.42,39897.39,43720,2238.327424,-0.01512322
1.63E+12,8/5/21 04:00,BTCUSD,39440.62,41431.18,37311.06,40250.79,3715.503945,-0.07935064
